# time x y z qx qy qz qw 
1403636620.0135555 0.0 0.0 0.0 -0.04505081617603996 -0.7936184880352317 0.0 0.606745514536816
1403636620.0635557 7.241613797790508e-05 0.00010074477304684821 -2.7886255470091893e-05 -0.04506563688649165 -0.7936185941413144 -4.885321379256171e-05 0.606744273165015
1403636620.1135554 0.00020417117536946207 0.00019602616358165074 -3.791939968291403e-05 -0.04498423775416822 -0.7935989580517824 -0.0001027885234041837 0.6067759896101043
1403636620.1635556 0.0003617203912921089 0.0003012429071938692 -6.193335978250911e-05 -0.0449619038249352 -0.7935829316085296 -9.563252732540723e-05 0.6067986063913373
1403636620.2135556 0.0005444981706426195 0.000402056117743659 -3.122921166460683e-05 -0.04498952277952602 -0.7935907732634802 -9.447812162408138e-05 0.6067863038212273
1403636620.2635558 0.0007276191861382488 0.00046712153306271975 5.321524047788415e-06 -0.045027094120352704 -0.7936295318754051 -7.241958285299513e-05 0.6067328256207227
1403636620.3135555 0.0008943493022034388 0.0005177152102591359 8.587597540468806e-05 -0.04508280060491653 -0.7935850481377804 -0.00013493827983056137 0.6067868606466646
1403636620.3635557 0.000988861871959109 0.0005760646937434054 0.00017758092069708974 -0.04503026022806122 -0.7936075323460238 -0.00013716572509135782 0.6067613546139965
1403636620.4135556 0.0010931532323568826 0.0005955767712095553 0.00023042518434432312 -0.04499653401824585 -0.7936049838477579 -0.00010258655862971604 0.60676719671909
1403636620.4635556 0.0012572668360276277 0.0008011964613621206 -3.7330821888358285e-05 -0.04502278005626132 -0.793591987619951 -0.00016709846640709146 0.606782233210172
1403636620.5135555 0.001402320012065546 0.0007972475824617997 3.6890242324762565e-06 -0.04511256172545722 -0.7935997718393883 -6.188258185425442e-05 0.6067654036623906
1403636620.5635557 0.0015762301070651058 0.0008139819302867492 4.8526281782222124e-05 -0.045114100066475094 -0.7936232602062828 -0.00010470953694465367 0.6067345612956755
1403636620.6135554 0.001682240073158013 0.0008222933232969303 7.057517589751579e-05 -0.045117851633078035 -0.7936492155124654 -4.668977673907221e-05 0.6067003378938637
1403636620.6635556 0.0017818717195684176 0.0008922094216766897 0.00011871475985170128 -0.045058683788604566 -0.7936546714718424 -0.0001265238813290567 0.6066975864941839
1403636620.7135556 0.00180150640701491 0.0009259626911046784 0.0002138974639212177 -0.0450925715766422 -0.7936291691445507 -8.874604566195006e-05 0.6067284351303103
1403636620.7635558 0.0017869683098143377 0.0010001287029734684 0.0003312110844659281 -0.04508450605862951 -0.7936757547890075 -7.126652129654763e-05 0.6066680958272253
1403636620.8135555 0.0017249951095915182 0.0011045023072061802 0.00046456206695479426 -0.04508443217338474 -0.7936627236667411 2.049812147160261e-05 0.606685152791232
1403636620.8635557 0.0016953616466412235 0.0012544750704209112 0.0006160770708801577 -0.04509093647629651 -0.7936651519919442 4.115545764946601e-06 0.6066814929964133
1403636620.9135556 0.001617901483196877 0.0013494783858612046 0.0007676035475394174 -0.045132409799363234 -0.7936623902713564 5.3806031461473495e-05 0.6066820196440393
1403636620.9635556 0.0029258240308240413 0.0010446432330527351 -0.0010261249958373841 -0.04510131301868824 -0.7937617202824471 -6.41756453959301e-05 0.6065543659555399
1403636621.0135555 0.002790270967861946 0.0010706452818470102 -0.0010272672724922585 -0.04509050902807885 -0.7938193383344876 -5.044061142571522e-05 0.606479761853213
1403636621.0635557 0.0029126931094804027 0.0020271296779668605 -0.0001220858962438714 -0.04479863319157206 -0.79346902230056 -0.0005180508812728872 0.6069594094639645
1403636621.1135554 0.0029075257971367483 0.0017555770929343865 -8.09481764047658e-05 -0.04504729452180656 -0.7934811012083653 3.369916035933968e-05 0.606925433760847
1403636621.1635556 0.0034446312684481653 0.0009657973662580875 -3.524315097565272e-05 -0.04531408894952895 -0.7934341845950375 -0.0005784849484371607 0.6069666328669531
1403636621.2135556 0.003316193933578502 0.0007994005034202789 -6.438766368150615e-05 -0.0456119008412374 -0.7933558489962724 -0.0002540828930092636 0.6070469395416935
1403636621.2635558 0.007328664174524106 0.00197042080158041 0.00018931910472447504 -0.04503164754438266 -0.7938787578947203 -0.0006633109219208558 0.6064059931280325
1403636621.3135555 0.006925734412385829 0.0018029264890085095 0.00013602804202537952 -0.04525290920869238 -0.7938916235398472 -0.0003544531638694156 0.6063729369326852
1403636621.3635557 0.013375413944719437 0.003957386585898505 0.0004442080894965602 -0.04495410985042974 -0.7946236008310651 -0.0012069935715152626 0.6054345581285777
1403636621.4135556 0.012667098301858618 0.0036445472824407823 0.00033294026338415373 -0.045173489069269546 -0.794693176264028 -0.0009135897214786684 0.6053274129250382
1403636621.4635556 0.01948402030085811 0.006170419558332498 0.000325082274256748 -0.044889522963276314 -0.7955696086113924 -0.0019962885879533394 0.6041936307293543
1403636621.5135555 0.018158593215169522 0.0057033581085617555 0.0002827135384332057 -0.04500430671324349 -0.7956733650310862 -0.0018633420132485054 0.6040488693093545
1403636621.5635557 0.019186665623758987 0.004575709217385117 -9.17216694471375e-05 -0.045221171000516626 -0.7960728332680536 -0.002320254026185654 0.6035045204861104
1403636621.6135554 0.017251036154904437 0.004051153145979248 -8.909300933271423e-05 -0.045417955422250814 -0.7961552964710759 -0.0021747895787848394 0.6033814908634536
1403636621.6635556 0.019012954398195513 0.004172653438723193 -0.00034610019553895933 -0.045475122888053755 -0.7969155656156435 -0.0028638902801780964 0.6023698138272522
1403636621.7135556 0.016076545621641396 0.003464984911872411 -0.00032749271669631674 -0.045582740746056685 -0.7970200755170058 -0.002706456879075478 0.6022241178000978
1403636621.7635558 0.012507749170820688 0.0021600632144755812 -0.0003979761597590714 -0.04587230792416453 -0.797003569852441 -0.0030508742224340563 0.6022223286915347
1403636621.8135555 0.009095296308153951 0.001386025377806353 -0.0004278707456864402 -0.04596375059119899 -0.7970787663507166 -0.003073291136707632 0.6021157104294813
1403636621.8635557 0.0053829811187871375 0.000653228361111598 -0.0007013029637221791 -0.04584636191028404 -0.797173631776559 -0.003205294544997542 0.6019983704185938
1403636621.9135556 0.0013610966636976181 -0.00025818379646157285 -0.0008004849418378032 -0.04594575123992534 -0.7972868896947992 -0.0032203744878240553 0.6018407037181436
1403636621.9635556 -0.002885106649755594 -0.0012065269536498217 -0.001135391011883233 -0.04590134144109385 -0.7972419673133877 -0.003237380486487631 0.6019035070306312
1403636622.0135555 -0.007418896978038472 -0.00223405851238413 -0.0011916593825575532 -0.04591379360017118 -0.7973714619957868 -0.0034860953089922314 0.6017296089535888
1403636622.0635557 -0.012066460242962948 -0.00338975480618505 -0.0014670520018743678 -0.04577442867502018 -0.7973488781557962 -0.0034282030347050846 0.6017704841607984
1403636622.1135554 -0.017167020573237764 -0.0046830485216041795 -0.0015105207157014948 -0.04580491831335614 -0.7974805432519546 -0.0035400034902610556 0.6015930193811787
1403636622.1635556 -0.02225460977696553 -0.006123310008987536 -0.001674476111499483 -0.04581872301650377 -0.7974253585019315 -0.0035704780118462993 0.6016649349313702
1403636622.2135556 -0.027900140660627928 -0.007578798632700069 -0.0016557304659959486 -0.04585761397295789 -0.7975173325364251 -0.0035840451172306624 0.6015399722090712
1403636622.2635558 -0.03307664510208054 -0.008941540852252804 -0.0016781895285023624 -0.045930039505427026 -0.7974815082277198 -0.0036333512087164273 0.60158164388956
1403636622.3135555 -0.03918283154224599 -0.010458464111782848 -0.0015529248698861596 -0.045996973969906055 -0.7975443812197548 -0.0037718792070379863 0.6014923202316533
1403636622.3635557 -0.04468584351638766 -0.011852479111168029 -0.0014549046220839537 -0.04589156372712917 -0.7975313342489084 -0.0037775890766366268 0.6015176348957718
1403636622.4135556 -0.051297716340919994 -0.013656094289333235 -0.001293629600227853 -0.0459845487766594 -0.7976462607250066 -0.0037397355324757056 0.6013583610488585
1403636622.4635556 -0.05670962469637715 -0.014723966871924381 -0.001245530173855541 -0.0460374990774693 -0.797512586572034 -0.0036707981633961324 0.6015320009598157
1403636622.5135555 -0.06392153028759119 -0.016521724338631125 -0.0011340905269383596 -0.04608251207435863 -0.7975592434247362 -0.0037236310314459065 0.6014663663752284
1403636622.5635557 -0.06961141572015349 -0.01756724852756059 -0.001184207516777106 -0.04608050836903518 -0.7974798229300583 -0.0036139459724622244 0.6015724878702501
1403636622.6135554 -0.0773101119132674 -0.01945924828734102 -0.0010171379200135619 -0.046077700841391414 -0.797570907605464 -0.003729892000582213 0.6014512288891193
1403636622.6635556 -0.08281328501851756 -0.020038514611654974 -0.001063616541879183 -0.0460500155384561 -0.7974084195989498 -0.0034464107878689064 0.6016704502252829
1403636622.7135556 -0.09090673522916623 -0.021937532180590285 -0.0009211002040802938 -0.046164860382159584 -0.797447403633752 -0.0034861720639773703 0.6016097495121102
1403636622.7635558 -0.0969604848189491 -0.02258686029465295 -0.0011532206210489568 -0.04602387613361386 -0.797360509983888 -0.0032858558065686477 0.6017368387389046
1403636622.8135555 -0.10543923827081556 -0.02443908265996474 -0.0010120572471589765 -0.04616235670916273 -0.7974384145209509 -0.0033371992322377207 0.6016227015087219
1403636622.8635557 -0.11236263208191398 -0.025009737635549152 -0.001247482016917979 -0.046062040041560115 -0.797359201530327 -0.0031864225142089584 0.601736187139921
1403636622.9135556 -0.12151633930536937 -0.026589660524973708 -0.0010940881170841891 -0.04617796674559035 -0.7972946027226453 -0.0032972498445183935 0.6018122963184163
1403636622.9635556 -0.05603659714727021 0.005678752461242771 -0.00320795665369875 -0.031879046052378825 -0.7936520648239992 0.011883054704423628 0.6074198872561587
1403636623.0135555 -0.05972610360066831 0.005315489722327501 -0.003306351086353467 -0.031519774497303366 -0.7934847411464399 0.011836288794090375 0.6076581042420066
